unique_id,level,role,horizon_index,target_col,method,MAE,MASE,RMSSE,approach
GC/2021,2,middle,0,y,base,0.07823986167529412,0.9940799174906875,0.8990594366438067,localised
GC/2021,2,middle,0,y,bu,0.0791363629141576,1.005470452423613,0.9438487450758526,localised
GC/2021,2,middle,0,y,mint_shrinkage,0.07561123592580081,0.9606818003133493,0.8777436935775172,localised
GC/2021,2,middle,0,y,mint_var,0.07529254021644823,0.9566325983122944,0.8811901960548125,localised
GC/2021,2,middle,0,y,mint_ols,0.07904002597827835,1.00424643935381,0.8881685056200486,localised
GC/2021,2,middle,0,y,wls_structure,0.0748979819526394,0.951619521372561,0.8740971158645647,localised
GC/2021,2,middle,0,y,naive,0.0727685502283105,0.9245639352877077,0.8861035368325791,localised
GC/2025,2,middle,0,y,base,0.06272988489070336,0.7838920472299599,0.8574839912107847,localised
GC/2025,2,middle,0,y,bu,0.0618843638142018,0.7733261542940856,0.8099950228697553,localised
GC/2025,2,middle,0,y,mint_shrinkage,0.06442975708173769,0.8051341759885391,0.8223850870228421,localised
GC/2025,2,middle,0,y,mint_var,0.060549474576680584,0.7566449654309314,0.8162445377616481,localised
GC/2025,2,middle,0,y,mint_ols,0.07333565395547378,0.9164250183826484,0.8370655792013597,localised
GC/2025,2,middle,0,y,wls_structure,0.06091995457178627,0.7612745980586199,0.8141269877569557,localised
GC/2025,2,middle,0,y,naive,0.05638698630136986,0.7046292242672233,0.7879291597376507,localised
GC/2026,2,middle,0,y,base,0.19340610796774496,0.929909398220769,0.8997330891390997,localised
GC/2026,2,middle,0,y,bu,0.20737237076704565,0.9970601163214443,0.9429182337150027,localised
GC/2026,2,middle,0,y,mint_shrinkage,0.19672983035761266,0.9458900759764592,0.8948919508095675,localised
GC/2026,2,middle,0,y,mint_var,0.1918101656161572,0.9222360015149758,0.8792836025064712,localised
GC/2026,2,middle,0,y,mint_ols,0.1933759429191951,0.9297643626661061,0.8829699175174404,localised
GC/2026,2,middle,0,y,wls_structure,0.19110430299520853,0.9188421672045185,0.8764150775527605,localised
GC/2026,2,middle,0,y,naive,0.20922602739726026,1.0059726203763746,0.9853944154053473,localised
GC/2029,2,middle,0,y,base,0.15162117645491477,1.1545984934316798,1.2203821876778882,localised
GC/2029,2,middle,0,y,bu,0.1509274265688831,1.1493155732488995,1.2033726947136827,localised
GC/2029,2,middle,0,y,mint_shrinkage,0.14742186867116605,1.1226206750692567,1.1884326330979322,localised
GC/2029,2,middle,0,y,mint_var,0.1451287664222807,1.1051586525223263,1.1869099263464604,localised
GC/2029,2,middle,0,y,mint_ols,0.15468909097434197,1.1779607279488424,1.1957521728332379,localised
GC/2029,2,middle,0,y,wls_structure,0.14536047696737078,1.1069231332665632,1.1873186400394546,localised
GC/2029,2,middle,0,y,naive,0.14640896118721458,1.1149073629693218,1.3337816771716766,localised
GC/2031,2,middle,0,y,base,0.1700079816336952,1.6179420631135475,1.294267651233405,localised
GC/2031,2,middle,0,y,bu,0.17084240036985526,1.6258831089309858,1.2917214795232792,localised
GC/2031,2,middle,0,y,mint_shrinkage,0.16384648188281006,1.5593039361090157,1.2617616894624206,localised
GC/2031,2,middle,0,y,mint_var,0.16312440045595378,1.5524319886729179,1.2608815489854543,localised
GC/2031,2,middle,0,y,mint_ols,0.1683753970294439,1.6024049849280004,1.2515422263754026,localised
GC/2031,2,middle,0,y,wls_structure,0.16306100931536183,1.551828704098824,1.2585800498450874,localised
GC/2031,2,middle,0,y,naive,0.17526997716894976,1.6680197349416133,1.4382187215419953,localised
GC/2034,2,middle,0,y,base,0.1246900681682653,1.0270827625146621,0.9158907159221716,localised
GC/2034,2,middle,0,y,bu,0.11224630299530747,0.9245824038439296,0.8776746298131662,localised
GC/2034,2,middle,0,y,mint_shrinkage,0.11832922559582867,0.9746879578827258,0.8640469426041179,localised
GC/2034,2,middle,0,y,mint_var,0.11375850183176399,0.9370385150742426,0.8596660868622698,localised
GC/2034,2,middle,0,y,mint_ols,0.12403245850063899,1.0216659754039956,0.8700697681285546,localised
GC/2034,2,middle,0,y,wls_structure,0.11403600565204654,0.9393243377907684,0.8589397956099935,localised
GC/2034,2,middle,0,y,naive,0.09117893835616438,0.7510487183600537,0.8878695207162657,localised
GC/2037,2,middle,0,y,base,0.3693170791870689,1.1146288756488358,0.9812412604563076,localised
GC/2037,2,middle,0,y,bu,0.35659256971729575,1.0762252748332555,0.9467003782134111,localised
GC/2037,2,middle,0,y,mint_shrinkage,0.34348517330604184,1.0366660901978781,0.9024273582771261,localised
GC/2037,2,middle,0,y,mint_var,0.34194793560246456,1.032026582225718,0.8971466847007291,localised
GC/2037,2,middle,0,y,mint_ols,0.34483105109421064,1.0407280584369032,0.90514004751195,localised
GC/2037,2,middle,0,y,wls_structure,0.3421786003350982,1.0327227470826297,0.8974752855998538,localised
GC/2037,2,middle,0,y,naive,0.3631815068493151,1.0961112210866741,1.0410185794931353,localised
GC/2039,2,middle,0,y,base,0.19883630475699307,1.3280075575950048,1.0542901556076723,localised
GC/2039,2,middle,0,y,bu,0.2006415195114736,1.340064404255689,1.0585764869746983,localised
GC/2039,2,middle,0,y,mint_shrinkage,0.19354917924149223,1.2926953813245816,1.024025949765781,localised
GC/2039,2,middle,0,y,mint_var,0.1924668259395701,1.285466453153254,1.0204955323025529,localised
