node_id,unique_id,level,role,method,MAE,MASE,RMSSE
22,GC/2081,2,middle,wls_structure,0.13714399721659337,1.1185390037363363,0.9812800710895753
23,GC/2082,2,middle,base,0.3232357515850269,1.5447980713523752,1.28856410734273
23,GC/2082,2,middle,naive,0.3178667235456717,1.5191385825131558,1.3801993781987907
23,GC/2082,2,middle,bu,0.3231254000131255,1.5442706826133263,1.2932960990484852
23,GC/2082,2,middle,mint_cov,0.3316230949660478,1.5848825973221548,1.285268806821832
23,GC/2082,2,middle,mint_shrinkage,0.32900744932362197,1.5723819864709514,1.2830416870953854
23,GC/2082,2,middle,mint_ols,0.32489753233909247,1.5527400013254764,1.286325864609519
23,GC/2082,2,middle,mint_var,0.3227998977978521,1.5427150527304636,1.2881711375085718
23,GC/2082,2,middle,wls_structure,0.3248975323481396,1.5527400013687143,1.286325864607917
24,GC/2084,2,middle,base,0.12351621581462262,0.9970507142788408,1.0206663914966723
24,GC/2084,2,middle,naive,0.13062500003729685,1.0544344216740638,1.1044042817944644
24,GC/2084,2,middle,bu,0.12351621581462262,0.9970507142788408,1.0206663914966723
24,GC/2084,2,middle,mint_cov,0.12664730658381038,1.0223255842001793,1.013502334360835
24,GC/2084,2,middle,mint_shrinkage,0.12597419067218174,1.016892040951987,1.0125363238366583
24,GC/2084,2,middle,mint_ols,0.1250445093449833,1.0093874438817036,1.017348177212644
24,GC/2084,2,middle,mint_var,0.12353214586687968,0.9971793052486714,1.0204267594833711
24,GC/2084,2,middle,wls_structure,0.12504450936057862,1.0093874440075927,1.0173481771956816
25,GC/2085,2,middle,base,0.1653325629038424,1.0932795411579241,1.0244113637349712
25,GC/2085,2,middle,naive,0.18470976049444446,1.2214133662114974,1.183148909961297
25,GC/2085,2,middle,bu,0.16412895824907342,1.0853205745660455,1.0224878121476
25,GC/2085,2,middle,mint_cov,0.16746792487958007,1.1073998543015504,1.0174043119991119
25,GC/2085,2,middle,mint_shrinkage,0.16627130666334353,1.0994870862937796,1.014606462393751
25,GC/2085,2,middle,mint_ols,0.16710123994036977,1.104975110288343,1.0197553570091562
25,GC/2085,2,middle,mint_var,0.16456940084771926,1.0882330491185266,1.0219522507357968
25,GC/2085,2,middle,wls_structure,0.16710123993482037,1.104975110251647,1.0197553570112372
26,GC/2086,2,middle,base,0.42532874185611064,1.09752228097821,0.9756675655939107
26,GC/2086,2,middle,naive,0.44055650731578516,1.1368161500183538,1.075184659454927
26,GC/2086,2,middle,bu,0.4178906773007817,1.0783290293272563,0.9804473696106859
26,GC/2086,2,middle,mint_cov,0.411994819731381,1.0631153030701195,0.9656555312815421
26,GC/2086,2,middle,mint_shrinkage,0.4110731655980009,1.060737058086425,0.9596790109198086
26,GC/2086,2,middle,mint_ols,0.4216721232598048,1.0880867080024184,0.9695423023821249
26,GC/2086,2,middle,mint_var,0.4191839538166539,1.0816662121977143,0.9723770793166587
26,GC/2086,2,middle,wls_structure,0.4216721232683113,1.0880867080243686,0.9695423023749676
27,GC/2087,2,middle,base,0.30666564515527595,1.196428662809748,1.0779058027919184
27,GC/2087,2,middle,naive,0.3136983450353441,1.2238661141394915,1.2117380461817628
27,GC/2087,2,middle,bu,0.2973246271165202,1.1599855140646986,1.05748566936844
27,GC/2087,2,middle,mint_cov,0.2988809704183205,1.166057448645121,1.0530782702827346
27,GC/2087,2,middle,mint_shrinkage,0.29963136954655406,1.1689850639152028,1.0527542286245066
27,GC/2087,2,middle,mint_ols,0.3051996420318291,1.190709182377656,1.070762982800902
27,GC/2087,2,middle,mint_var,0.30063583076852324,1.172903879783985,1.0627092122637327
27,GC/2087,2,middle,wls_structure,0.3051996420276219,1.1907091823612421,1.0707629828022094
28,GC/2088,2,middle,base,0.12342524354712425,1.2305951021492068,1.0635913426202979
28,GC/2088,2,middle,naive,0.1176127282033696,1.1726421850017466,1.1287971901876344
28,GC/2088,2,middle,bu,0.12342524354712425,1.2305951021492068,1.0635913426202979
28,GC/2088,2,middle,mint_cov,0.12448633471478372,1.2411745716023659,1.055351340156699
28,GC/2088,2,middle,mint_shrinkage,0.12424064650994147,1.2387249697798728,1.0555779670084449
28,GC/2088,2,middle,mint_ols,0.1262347652226307,1.2586070672375334,1.0666775145210998
28,GC/2088,2,middle,mint_var,0.12347316686530266,1.2310729152685835,1.0635128218680245
28,GC/2088,2,middle,wls_structure,0.12623476522354904,1.2586070672466896,1.0666775145214389
29,GC/2092,2,middle,base,0.18830442490227367,1.6900894395702803,1.469592251118711
29,GC/2092,2,middle,naive,0.1705973176174939,1.5311627704658468,1.4462227817517992
29,GC/2092,2,middle,bu,0.18736291419929013,1.6816390948841122,1.4686254846245161
29,GC/2092,2,middle,mint_cov,0.1853168138660259,1.663274722579288,1.449202999004617
29,GC/2092,2,middle,mint_shrinkage,0.18518317352550717,1.6620752599095794,1.4493924491639496
29,GC/2092,2,middle,mint_ols,0.18670825970418412,1.6757633718397913,1.4514823688734522
29,GC/2092,2,middle,mint_var,0.18719723480642517,1.6801520719828669,1.4655386819898504
29,GC/2092,2,middle,wls_structure,0.1867082597062781,1.6757633718585854,1.451482368886877
